FECHA_CORTE;ANIO;ID_MES;MES;DEPARTAMENTO;AEROPUERTO;TIPO_VUELO;TIPO_MOVIMIENTO;NUMERO_PASAJEROS
20260429;2020;3;MARZO;MOQUEGUA;AEROPUERTO DE MOQUEGUA;DOMÉSTICO;LLEGADAS;17
20260429;2020;3;MARZO;MOQUEGUA;AEROPUERTO DE MOQUEGUA;DOMÉSTICO;SALIDAS;17
20260429;2020;3;MARZO;MOQUEGUA;AEROPUERTO DE MOQUEGUA;DOMÉSTICO;MOVIMIENTO GENERAL;34
20260429;2020;3;MARZO;MOQUEGUA;ILO;DOMÉSTICO;LLEGADAS;874
20260429;2020;3;MARZO;MOQUEGUA;ILO;DOMÉSTICO;SALIDAS;775
20260429;2020;3;MARZO;MOQUEGUA;ILO;DOMÉSTICO;MOVIMIENTO GENERAL;1649
20260429;2020;3;MARZO;PIURA;CAPITÁN  FAP VICTOR MONTES ARIAS, TALARA;DOMÉSTICO;LLEGADAS;5869
20260429;2020;3;MARZO;PIURA;CAPITÁN  FAP VICTOR MONTES ARIAS, TALARA;DOMÉSTICO;SALIDAS;6908
20260429;2020;3;MARZO;PIURA;CAPITÁN  FAP VICTOR MONTES ARIAS, TALARA;DOMÉSTICO;MOVIMIENTO GENERAL;12777
20260429;2020;3;MARZO;PIURA;CAPITÁN  FAP VICTOR MONTES ARIAS, TALARA;INTERNACIONAL;LLEGADAS;0
20260429;2020;3;MARZO;PIURA;CAPITÁN  FAP VICTOR MONTES ARIAS, TALARA;INTERNACIONAL;SALIDAS;0
20260429;2020;3;MARZO;PIURA;CAPITÁN  FAP VICTOR MONTES ARIAS, TALARA;INTERNACIONAL;MOVIMIENTO GENERAL;0
20260429;2020;3;MARZO;PIURA;CAPITÁN FAP GUILLERMO CONCHA IBERICO;DOMÉSTICO;LLEGADAS;24653
20260429;2020;3;MARZO;PIURA;CAPITÁN FAP GUILLERMO CONCHA IBERICO;DOMÉSTICO;SALIDAS;25515
20260429;2020;3;MARZO;PIURA;CAPITÁN FAP GUILLERMO CONCHA IBERICO;DOMÉSTICO;MOVIMIENTO GENERAL;50168
20260429;2020;3;MARZO;PIURA;CAPITÁN FAP GUILLERMO CONCHA IBERICO;INTERNACIONAL;LLEGADAS;0
20260429;2020;3;MARZO;PIURA;CAPITÁN FAP GUILLERMO CONCHA IBERICO;INTERNACIONAL;SALIDAS;0
20260429;2020;3;MARZO;PIURA;CAPITÁN FAP GUILLERMO CONCHA IBERICO;INTERNACIONAL;MOVIMIENTO GENERAL;0
20260429;2020;3;MARZO;PUNO;INCA MANCO CÁPAC, JULIACA;DOMÉSTICO;LLEGADAS;10096
20260429;2020;3;MARZO;PUNO;INCA MANCO CÁPAC, JULIACA;DOMÉSTICO;SALIDAS;12606
20260429;2020;3;MARZO;PUNO;INCA MANCO CÁPAC, JULIACA;DOMÉSTICO;MOVIMIENTO GENERAL;22702
20260429;2020;3;MARZO;PUNO;INCA MANCO CÁPAC, JULIACA;INTERNACIONAL;LLEGADAS;0
20260429;2020;3;MARZO;PUNO;INCA MANCO CÁPAC, JULIACA;INTERNACIONAL;SALIDAS;0
20260429;2020;3;MARZO;PUNO;INCA MANCO CÁPAC, JULIACA;INTERNACIONAL;MOVIMIENTO GENERAL;0
20260429;2020;3;MARZO;SAN MARTÍN;COMANDANTE FAP GUILLERMO DEL CASTILLO PAREDES;DOMÉSTICO;LLEGADAS;21848
20260429;2020;3;MARZO;SAN MARTÍN;COMANDANTE FAP GUILLERMO DEL CASTILLO PAREDES;DOMÉSTICO;SALIDAS;21848
20260429;2020;3;MARZO;SAN MARTÍN;COMANDANTE FAP GUILLERMO DEL CASTILLO PAREDES;DOMÉSTICO;MOVIMIENTO GENERAL;43696
20260429;2020;3;MARZO;SAN MARTÍN;JUAN SIMONS VELA;DOMÉSTICO;LLEGADAS;0
20260429;2020;3;MARZO;SAN MARTÍN;JUAN SIMONS VELA;DOMÉSTICO;SALIDAS;0
20260429;2020;3;MARZO;SAN MARTÍN;JUAN SIMONS VELA;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;3;MARZO;SAN MARTÍN;JUANJUI;DOMÉSTICO;LLEGADAS;0
20260429;2020;3;MARZO;SAN MARTÍN;JUANJUI;DOMÉSTICO;SALIDAS;0
20260429;2020;3;MARZO;SAN MARTÍN;JUANJUI;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;3;MARZO;SAN MARTÍN;SAPOSOA;DOMÉSTICO;LLEGADAS;0
20260429;2020;3;MARZO;SAN MARTÍN;SAPOSOA;DOMÉSTICO;SALIDAS;0
20260429;2020;3;MARZO;SAN MARTÍN;SAPOSOA;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;3;MARZO;SAN MARTÍN;TOCACHE;DOMÉSTICO;LLEGADAS;3
20260429;2020;3;MARZO;SAN MARTÍN;TOCACHE;DOMÉSTICO;SALIDAS;4
20260429;2020;3;MARZO;SAN MARTÍN;TOCACHE;DOMÉSTICO;MOVIMIENTO GENERAL;7
20260429;2020;3;MARZO;TACNA;CORONEL FAP CARLOS CIRIANI SANTA ROSA;DOMÉSTICO;LLEGADAS;10433
20260429;2020;3;MARZO;TACNA;CORONEL FAP CARLOS CIRIANI SANTA ROSA;DOMÉSTICO;SALIDAS;10269
20260429;2020;3;MARZO;TACNA;CORONEL FAP CARLOS CIRIANI SANTA ROSA;DOMÉSTICO;MOVIMIENTO GENERAL;20702
20260429;2020;3;MARZO;TACNA;CORONEL FAP CARLOS CIRIANI SANTA ROSA;INTERNACIONAL;LLEGADAS;0
20260429;2020;3;MARZO;TACNA;CORONEL FAP CARLOS CIRIANI SANTA ROSA;INTERNACIONAL;SALIDAS;0
20260429;2020;3;MARZO;TACNA;CORONEL FAP CARLOS CIRIANI SANTA ROSA;INTERNACIONAL;MOVIMIENTO GENERAL;0
20260429;2020;3;MARZO;TUMBES;CAPITAN FAP PEDRO CANGA RODRÍGUEZ;DOMÉSTICO;LLEGADAS;8508
20260429;2020;3;MARZO;TUMBES;CAPITAN FAP PEDRO CANGA RODRÍGUEZ;DOMÉSTICO;SALIDAS;9310
20260429;2020;3;MARZO;TUMBES;CAPITAN FAP PEDRO CANGA RODRÍGUEZ;DOMÉSTICO;MOVIMIENTO GENERAL;17818
20260429;2020;3;MARZO;TUMBES;CAPITAN FAP PEDRO CANGA RODRÍGUEZ;INTERNACIONAL;LLEGADAS;0
20260429;2020;3;MARZO;TUMBES;CAPITAN FAP PEDRO CANGA RODRÍGUEZ;INTERNACIONAL;SALIDAS;0
20260429;2020;3;MARZO;TUMBES;CAPITAN FAP PEDRO CANGA RODRÍGUEZ;INTERNACIONAL;MOVIMIENTO GENERAL;0
20260429;2020;3;MARZO;UCAYALI;CAPITÁN FAP DAVID ABENSUR RENGIFO;DOMÉSTICO;LLEGADAS;18394
20260429;2020;3;MARZO;UCAYALI;CAPITÁN FAP DAVID ABENSUR RENGIFO;DOMÉSTICO;SALIDAS;17596
20260429;2020;3;MARZO;UCAYALI;CAPITÁN FAP DAVID ABENSUR RENGIFO;DOMÉSTICO;MOVIMIENTO GENERAL;35990
20260429;2020;3;MARZO;UCAYALI;CAPITÁN FAP DAVID ABENSUR RENGIFO;INTERNACIONAL;LLEGADAS;0
20260429;2020;3;MARZO;UCAYALI;CAPITÁN FAP DAVID ABENSUR RENGIFO;INTERNACIONAL;SALIDAS;0
20260429;2020;3;MARZO;UCAYALI;CAPITÁN FAP DAVID ABENSUR RENGIFO;INTERNACIONAL;MOVIMIENTO GENERAL;0
20260429;2020;3;MARZO;UCAYALI;TENIENTE GENERAL FAP JOSÉ GERARDO PÉREZ PINEDO;DOMÉSTICO;LLEGADAS;559
20260429;2020;3;MARZO;UCAYALI;TENIENTE GENERAL FAP JOSÉ GERARDO PÉREZ PINEDO;DOMÉSTICO;SALIDAS;511
20260429;2020;3;MARZO;UCAYALI;TENIENTE GENERAL FAP JOSÉ GERARDO PÉREZ PINEDO;DOMÉSTICO;MOVIMIENTO GENERAL;1070
20260429;2020;4;ABRIL;AMAZONAS;CHACHAPOYAS;DOMÉSTICO;LLEGADAS;0
20260429;2020;4;ABRIL;AMAZONAS;CHACHAPOYAS;DOMÉSTICO;SALIDAS;0
20260429;2020;4;ABRIL;AMAZONAS;CHACHAPOYAS;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;AMAZONAS;RODRÍGUEZ DE MENDOZA;DOMÉSTICO;LLEGADAS;0
20260429;2020;4;ABRIL;AMAZONAS;RODRÍGUEZ DE MENDOZA;DOMÉSTICO;SALIDAS;0
20260429;2020;4;ABRIL;AMAZONAS;RODRÍGUEZ DE MENDOZA;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;ÁNCASH;COMANDANTE FAP GERMÁN ARIAS GRAZIANI;DOMÉSTICO;LLEGADAS;41
20260429;2020;4;ABRIL;ÁNCASH;COMANDANTE FAP GERMÁN ARIAS GRAZIANI;DOMÉSTICO;SALIDAS;48
20260429;2020;4;ABRIL;ÁNCASH;COMANDANTE FAP GERMÁN ARIAS GRAZIANI;DOMÉSTICO;MOVIMIENTO GENERAL;89
20260429;2020;4;ABRIL;ÁNCASH;JAIME MONTREUIL MORALES;DOMÉSTICO;LLEGADAS;0
20260429;2020;4;ABRIL;ÁNCASH;JAIME MONTREUIL MORALES;DOMÉSTICO;SALIDAS;0
20260429;2020;4;ABRIL;ÁNCASH;JAIME MONTREUIL MORALES;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;APURÍMAC;AEROPUERTO DE ANDAHUAYLAS;DOMÉSTICO;LLEGADAS;0
20260429;2020;4;ABRIL;APURÍMAC;AEROPUERTO DE ANDAHUAYLAS;DOMÉSTICO;SALIDAS;0
20260429;2020;4;ABRIL;APURÍMAC;AEROPUERTO DE ANDAHUAYLAS;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;AREQUIPA;ALFREDO RODRÍGUEZ BALLÓN;DOMÉSTICO;LLEGADAS;179
20260429;2020;4;ABRIL;AREQUIPA;ALFREDO RODRÍGUEZ BALLÓN;DOMÉSTICO;SALIDAS;128
20260429;2020;4;ABRIL;AREQUIPA;ALFREDO RODRÍGUEZ BALLÓN;DOMÉSTICO;MOVIMIENTO GENERAL;307
20260429;2020;4;ABRIL;AREQUIPA;ALFREDO RODRÍGUEZ BALLÓN;INTERNACIONAL;LLEGADAS;0
20260429;2020;4;ABRIL;AREQUIPA;ALFREDO RODRÍGUEZ BALLÓN;INTERNACIONAL;SALIDAS;360
20260429;2020;4;ABRIL;AREQUIPA;ALFREDO RODRÍGUEZ BALLÓN;INTERNACIONAL;MOVIMIENTO GENERAL;360
20260429;2020;4;ABRIL;AYACUCHO;CORONEL FAP ALFREDO MENDIVIL DUARTE;DOMÉSTICO;LLEGADAS;26
20260429;2020;4;ABRIL;AYACUCHO;CORONEL FAP ALFREDO MENDIVIL DUARTE;DOMÉSTICO;SALIDAS;23
20260429;2020;4;ABRIL;AYACUCHO;CORONEL FAP ALFREDO MENDIVIL DUARTE;DOMÉSTICO;MOVIMIENTO GENERAL;49
20260429;2020;4;ABRIL;CAJAMARCA;JAÉN;DOMÉSTICO;LLEGADAS;0
20260429;2020;4;ABRIL;CAJAMARCA;JAÉN;DOMÉSTICO;SALIDAS;0
20260429;2020;4;ABRIL;CAJAMARCA;JAÉN;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;CAJAMARCA;MAYOR GENERAL FAP ARMANDO REVOREDO IGLESIAS;DOMÉSTICO;LLEGADAS;76
20260429;2020;4;ABRIL;CAJAMARCA;MAYOR GENERAL FAP ARMANDO REVOREDO IGLESIAS;DOMÉSTICO;SALIDAS;157
20260429;2020;4;ABRIL;CAJAMARCA;MAYOR GENERAL FAP ARMANDO REVOREDO IGLESIAS;DOMÉSTICO;MOVIMIENTO GENERAL;233
20260429;2020;4;ABRIL;CUSCO;ALEJANDRO VELASCO ASTETE;DOMÉSTICO;LLEGADAS;579
20260429;2020;4;ABRIL;CUSCO;ALEJANDRO VELASCO ASTETE;DOMÉSTICO;SALIDAS;3750
20260429;2020;4;ABRIL;CUSCO;ALEJANDRO VELASCO ASTETE;DOMÉSTICO;MOVIMIENTO GENERAL;4329
20260429;2020;4;ABRIL;CUSCO;ALEJANDRO VELASCO ASTETE;INTERNACIONAL;LLEGADAS;0
20260429;2020;4;ABRIL;CUSCO;ALEJANDRO VELASCO ASTETE;INTERNACIONAL;SALIDAS;1078
20260429;2020;4;ABRIL;CUSCO;ALEJANDRO VELASCO ASTETE;INTERNACIONAL;MOVIMIENTO GENERAL;1078
20260429;2020;4;ABRIL;HUÁNUCO;ALFEREZ FAP DAVID FIGUEROA FERNANDINI;DOMÉSTICO;LLEGADAS;30
20260429;2020;4;ABRIL;HUÁNUCO;ALFEREZ FAP DAVID FIGUEROA FERNANDINI;DOMÉSTICO;SALIDAS;30
20260429;2020;4;ABRIL;HUÁNUCO;ALFEREZ FAP DAVID FIGUEROA FERNANDINI;DOMÉSTICO;MOVIMIENTO GENERAL;60
20260429;2020;4;ABRIL;HUÁNUCO;TINGO MARÍA;DOMÉSTICO;LLEGADAS;0
20260429;2020;4;ABRIL;HUÁNUCO;TINGO MARÍA;DOMÉSTICO;SALIDAS;0
20260429;2020;4;ABRIL;HUÁNUCO;TINGO MARÍA;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;ICA;MARÍA REICHE NEUMAN;DOMÉSTICO;LLEGADAS;0
20260429;2020;4;ABRIL;ICA;MARÍA REICHE NEUMAN;DOMÉSTICO;SALIDAS;0
20260429;2020;4;ABRIL;ICA;MARÍA REICHE NEUMAN;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;ICA;PISCO;DOMÉSTICO;LLEGADAS;0
20260429;2020;4;ABRIL;ICA;PISCO;DOMÉSTICO;SALIDAS;0
20260429;2020;4;ABRIL;ICA;PISCO;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;ICA;PISCO;INTERNACIONAL;LLEGADAS;0
20260429;2020;4;ABRIL;ICA;PISCO;INTERNACIONAL;SALIDAS;0
20260429;2020;4;ABRIL;ICA;PISCO;INTERNACIONAL;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;JUNÍN;FRANCISCO CARLÉ, JAUJA;DOMÉSTICO;LLEGADAS;0
20260429;2020;4;ABRIL;JUNÍN;FRANCISCO CARLÉ, JAUJA;DOMÉSTICO;SALIDAS;20
20260429;2020;4;ABRIL;JUNÍN;FRANCISCO CARLÉ, JAUJA;DOMÉSTICO;MOVIMIENTO GENERAL;20
20260429;2020;4;ABRIL;JUNÍN;MANUEL PRADO, MAZAMARI;DOMÉSTICO;LLEGADAS;0
20260429;2020;4;ABRIL;JUNÍN;MANUEL PRADO, MAZAMARI;DOMÉSTICO;SALIDAS;0
20260429;2020;4;ABRIL;JUNÍN;MANUEL PRADO, MAZAMARI;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;LA LIBERTAD;CAPITÁN FAP CARLOS MARTÍNEZ DE PINILLOS;DOMÉSTICO;LLEGADAS;200
20260429;2020;4;ABRIL;LA LIBERTAD;CAPITÁN FAP CARLOS MARTÍNEZ DE PINILLOS;DOMÉSTICO;SALIDAS;312
20260429;2020;4;ABRIL;LA LIBERTAD;CAPITÁN FAP CARLOS MARTÍNEZ DE PINILLOS;DOMÉSTICO;MOVIMIENTO GENERAL;512
20260429;2020;4;ABRIL;LA LIBERTAD;CAPITÁN FAP CARLOS MARTÍNEZ DE PINILLOS;INTERNACIONAL;LLEGADAS;0
20260429;2020;4;ABRIL;LA LIBERTAD;CAPITÁN FAP CARLOS MARTÍNEZ DE PINILLOS;INTERNACIONAL;SALIDAS;161
20260429;2020;4;ABRIL;LA LIBERTAD;CAPITÁN FAP CARLOS MARTÍNEZ DE PINILLOS;INTERNACIONAL;MOVIMIENTO GENERAL;161
20260429;2020;4;ABRIL;LAMBAYEQUE;CAPITÁN FAP JOSÉ ABELARDO QUIÑONES GONZÁLES;DOMÉSTICO;LLEGADAS;6
20260429;2020;4;ABRIL;LAMBAYEQUE;CAPITÁN FAP JOSÉ ABELARDO QUIÑONES GONZÁLES;DOMÉSTICO;SALIDAS;13
20260429;2020;4;ABRIL;LAMBAYEQUE;CAPITÁN FAP JOSÉ ABELARDO QUIÑONES GONZÁLES;DOMÉSTICO;MOVIMIENTO GENERAL;19
20260429;2020;4;ABRIL;LAMBAYEQUE;CAPITÁN FAP JOSÉ ABELARDO QUIÑONES GONZÁLES;INTERNACIONAL;LLEGADAS;0
20260429;2020;4;ABRIL;LAMBAYEQUE;CAPITÁN FAP JOSÉ ABELARDO QUIÑONES GONZÁLES;INTERNACIONAL;SALIDAS;0
20260429;2020;4;ABRIL;LAMBAYEQUE;CAPITÁN FAP JOSÉ ABELARDO QUIÑONES GONZÁLES;INTERNACIONAL;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;LIMA;JORGE CHÁVEZ;DOMÉSTICO;LLEGADAS;7147
20260429;2020;4;ABRIL;LIMA;JORGE CHÁVEZ;DOMÉSTICO;SALIDAS;3777
20260429;2020;4;ABRIL;LIMA;JORGE CHÁVEZ;DOMÉSTICO;MOVIMIENTO GENERAL;10924
20260429;2020;4;ABRIL;LIMA;JORGE CHÁVEZ;INTERNACIONAL;LLEGADAS;7432
20260429;2020;4;ABRIL;LIMA;JORGE CHÁVEZ;INTERNACIONAL;SALIDAS;13799
20260429;2020;4;ABRIL;LIMA;JORGE CHÁVEZ;INTERNACIONAL;MOVIMIENTO GENERAL;21231
20260429;2020;4;ABRIL;LORETO;CORONEL FAP FRANCISCO SECADA VIGNETTA;DOMÉSTICO;LLEGADAS;1188
20260429;2020;4;ABRIL;LORETO;CORONEL FAP FRANCISCO SECADA VIGNETTA;DOMÉSTICO;SALIDAS;1109
20260429;2020;4;ABRIL;LORETO;CORONEL FAP FRANCISCO SECADA VIGNETTA;DOMÉSTICO;MOVIMIENTO GENERAL;2297
20260429;2020;4;ABRIL;LORETO;CORONEL FAP FRANCISCO SECADA VIGNETTA;INTERNACIONAL;LLEGADAS;0
20260429;2020;4;ABRIL;LORETO;CORONEL FAP FRANCISCO SECADA VIGNETTA;INTERNACIONAL;SALIDAS;445
20260429;2020;4;ABRIL;LORETO;CORONEL FAP FRANCISCO SECADA VIGNETTA;INTERNACIONAL;MOVIMIENTO GENERAL;445
20260429;2020;4;ABRIL;LORETO;YURIMAGUAS;DOMÉSTICO;LLEGADAS;90
20260429;2020;4;ABRIL;LORETO;YURIMAGUAS;DOMÉSTICO;SALIDAS;90
20260429;2020;4;ABRIL;LORETO;YURIMAGUAS;DOMÉSTICO;MOVIMIENTO GENERAL;180
20260429;2020;4;ABRIL;MADRE DE DIOS;PADRE ALDAMIZ;DOMÉSTICO;LLEGADAS;182
20260429;2020;4;ABRIL;MADRE DE DIOS;PADRE ALDAMIZ;DOMÉSTICO;SALIDAS;174
20260429;2020;4;ABRIL;MADRE DE DIOS;PADRE ALDAMIZ;DOMÉSTICO;MOVIMIENTO GENERAL;356
20260429;2020;4;ABRIL;MADRE DE DIOS;PADRE ALDAMIZ;INTERNACIONAL;LLEGADAS;0
20260429;2020;4;ABRIL;MADRE DE DIOS;PADRE ALDAMIZ;INTERNACIONAL;SALIDAS;0
20260429;2020;4;ABRIL;MADRE DE DIOS;PADRE ALDAMIZ;INTERNACIONAL;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;MOQUEGUA;AEROPUERTO DE MOQUEGUA;DOMÉSTICO;LLEGADAS;0
20260429;2020;4;ABRIL;MOQUEGUA;AEROPUERTO DE MOQUEGUA;DOMÉSTICO;SALIDAS;0
20260429;2020;4;ABRIL;MOQUEGUA;AEROPUERTO DE MOQUEGUA;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;MOQUEGUA;ILO;DOMÉSTICO;LLEGADAS;103
20260429;2020;4;ABRIL;MOQUEGUA;ILO;DOMÉSTICO;SALIDAS;209
20260429;2020;4;ABRIL;MOQUEGUA;ILO;DOMÉSTICO;MOVIMIENTO GENERAL;312
20260429;2020;4;ABRIL;PIURA;CAPITÁN  FAP VICTOR MONTES ARIAS, TALARA;DOMÉSTICO;LLEGADAS;0
20260429;2020;4;ABRIL;PIURA;CAPITÁN  FAP VICTOR MONTES ARIAS, TALARA;DOMÉSTICO;SALIDAS;0
20260429;2020;4;ABRIL;PIURA;CAPITÁN  FAP VICTOR MONTES ARIAS, TALARA;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;PIURA;CAPITÁN  FAP VICTOR MONTES ARIAS, TALARA;INTERNACIONAL;LLEGADAS;0
20260429;2020;4;ABRIL;PIURA;CAPITÁN  FAP VICTOR MONTES ARIAS, TALARA;INTERNACIONAL;SALIDAS;0
20260429;2020;4;ABRIL;PIURA;CAPITÁN  FAP VICTOR MONTES ARIAS, TALARA;INTERNACIONAL;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;PIURA;CAPITÁN FAP GUILLERMO CONCHA IBERICO;DOMÉSTICO;LLEGADAS;65
20260429;2020;4;ABRIL;PIURA;CAPITÁN FAP GUILLERMO CONCHA IBERICO;DOMÉSTICO;SALIDAS;191
20260429;2020;4;ABRIL;PIURA;CAPITÁN FAP GUILLERMO CONCHA IBERICO;DOMÉSTICO;MOVIMIENTO GENERAL;256
20260429;2020;4;ABRIL;PIURA;CAPITÁN FAP GUILLERMO CONCHA IBERICO;INTERNACIONAL;LLEGADAS;0
20260429;2020;4;ABRIL;PIURA;CAPITÁN FAP GUILLERMO CONCHA IBERICO;INTERNACIONAL;SALIDAS;298
20260429;2020;4;ABRIL;PIURA;CAPITÁN FAP GUILLERMO CONCHA IBERICO;INTERNACIONAL;MOVIMIENTO GENERAL;298
20260429;2020;4;ABRIL;PUNO;INCA MANCO CÁPAC, JULIACA;DOMÉSTICO;LLEGADAS;96
20260429;2020;4;ABRIL;PUNO;INCA MANCO CÁPAC, JULIACA;DOMÉSTICO;SALIDAS;119
20260429;2020;4;ABRIL;PUNO;INCA MANCO CÁPAC, JULIACA;DOMÉSTICO;MOVIMIENTO GENERAL;215
20260429;2020;4;ABRIL;PUNO;INCA MANCO CÁPAC, JULIACA;INTERNACIONAL;LLEGADAS;0
20260429;2020;4;ABRIL;PUNO;INCA MANCO CÁPAC, JULIACA;INTERNACIONAL;SALIDAS;0
20260429;2020;4;ABRIL;PUNO;INCA MANCO CÁPAC, JULIACA;INTERNACIONAL;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;SAN MARTÍN;COMANDANTE FAP GUILLERMO DEL CASTILLO PAREDES;DOMÉSTICO;LLEGADAS;519
20260429;2020;4;ABRIL;SAN MARTÍN;COMANDANTE FAP GUILLERMO DEL CASTILLO PAREDES;DOMÉSTICO;SALIDAS;480
20260429;2020;4;ABRIL;SAN MARTÍN;COMANDANTE FAP GUILLERMO DEL CASTILLO PAREDES;DOMÉSTICO;MOVIMIENTO GENERAL;999
20260429;2020;4;ABRIL;SAN MARTÍN;JUAN SIMONS VELA;DOMÉSTICO;LLEGADAS;0
20260429;2020;4;ABRIL;SAN MARTÍN;JUAN SIMONS VELA;DOMÉSTICO;SALIDAS;0
20260429;2020;4;ABRIL;SAN MARTÍN;JUAN SIMONS VELA;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;SAN MARTÍN;JUANJUI;DOMÉSTICO;LLEGADAS;0
20260429;2020;4;ABRIL;SAN MARTÍN;JUANJUI;DOMÉSTICO;SALIDAS;0
20260429;2020;4;ABRIL;SAN MARTÍN;JUANJUI;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;SAN MARTÍN;SAPOSOA;DOMÉSTICO;LLEGADAS;0
20260429;2020;4;ABRIL;SAN MARTÍN;SAPOSOA;DOMÉSTICO;SALIDAS;0
20260429;2020;4;ABRIL;SAN MARTÍN;SAPOSOA;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;SAN MARTÍN;TOCACHE;DOMÉSTICO;LLEGADAS;0
20260429;2020;4;ABRIL;SAN MARTÍN;TOCACHE;DOMÉSTICO;SALIDAS;0
20260429;2020;4;ABRIL;SAN MARTÍN;TOCACHE;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;TACNA;CORONEL FAP CARLOS CIRIANI SANTA ROSA;DOMÉSTICO;LLEGADAS;40
20260429;2020;4;ABRIL;TACNA;CORONEL FAP CARLOS CIRIANI SANTA ROSA;DOMÉSTICO;SALIDAS;94
20260429;2020;4;ABRIL;TACNA;CORONEL FAP CARLOS CIRIANI SANTA ROSA;DOMÉSTICO;MOVIMIENTO GENERAL;134
20260429;2020;4;ABRIL;TACNA;CORONEL FAP CARLOS CIRIANI SANTA ROSA;INTERNACIONAL;LLEGADAS;0
20260429;2020;4;ABRIL;TACNA;CORONEL FAP CARLOS CIRIANI SANTA ROSA;INTERNACIONAL;SALIDAS;0
20260429;2020;4;ABRIL;TACNA;CORONEL FAP CARLOS CIRIANI SANTA ROSA;INTERNACIONAL;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;TUMBES;CAPITAN FAP PEDRO CANGA RODRÍGUEZ;DOMÉSTICO;LLEGADAS;0
20260429;2020;4;ABRIL;TUMBES;CAPITAN FAP PEDRO CANGA RODRÍGUEZ;DOMÉSTICO;SALIDAS;0
20260429;2020;4;ABRIL;TUMBES;CAPITAN FAP PEDRO CANGA RODRÍGUEZ;DOMÉSTICO;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;TUMBES;CAPITAN FAP PEDRO CANGA RODRÍGUEZ;INTERNACIONAL;LLEGADAS;0
20260429;2020;4;ABRIL;TUMBES;CAPITAN FAP PEDRO CANGA RODRÍGUEZ;INTERNACIONAL;SALIDAS;0
20260429;2020;4;ABRIL;TUMBES;CAPITAN FAP PEDRO CANGA RODRÍGUEZ;INTERNACIONAL;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;UCAYALI;CAPITÁN FAP DAVID ABENSUR RENGIFO;DOMÉSTICO;LLEGADAS;158
20260429;2020;4;ABRIL;UCAYALI;CAPITÁN FAP DAVID ABENSUR RENGIFO;DOMÉSTICO;SALIDAS;202
20260429;2020;4;ABRIL;UCAYALI;CAPITÁN FAP DAVID ABENSUR RENGIFO;DOMÉSTICO;MOVIMIENTO GENERAL;360
20260429;2020;4;ABRIL;UCAYALI;CAPITÁN FAP DAVID ABENSUR RENGIFO;INTERNACIONAL;LLEGADAS;0
20260429;2020;4;ABRIL;UCAYALI;CAPITÁN FAP DAVID ABENSUR RENGIFO;INTERNACIONAL;SALIDAS;0
20260429;2020;4;ABRIL;UCAYALI;CAPITÁN FAP DAVID ABENSUR RENGIFO;INTERNACIONAL;MOVIMIENTO GENERAL;0
20260429;2020;4;ABRIL;UCAYALI;TENIENTE GENERAL FAP JOSÉ GERARDO PÉREZ PINEDO;DOMÉSTICO;LLEGADAS;14
20260429;2020;4;ABRIL;UCAYALI;TENIENTE GENERAL FAP JOSÉ GERARDO PÉREZ PINEDO;DOMÉSTICO;SALIDAS;46
20260429;2020;4;ABRIL;UCAYALI;TENIENTE GENERAL FAP JOSÉ GERARDO PÉREZ PINEDO;DOMÉSTICO;MOVIMIENTO GENERAL;60
20260429;2020;5;MAYO;AMAZONAS;CHACHAPOYAS;DOMÉSTICO;LLEGADAS;0
20260429;2020;5;MAYO;AMAZONAS;CHACHAPOYAS;DOMÉSTICO;SALIDAS;0
